"location","indicator","measure","Unit","Date","Value"
"North Carolina","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","58000"
"North Carolina","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","25.4"
"North Carolina","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","62.3"
"North Carolina","Adults with AMI Reporting Unmet Need","Percentage","%","2017","24.3"
"North Carolina","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","25"
"North Carolina","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","25.5"
"North Carolina","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","23000"
"North Carolina","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","7.9"
"North Carolina","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","418833"
"North Carolina","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","24"
"North Carolina","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","43"
"North Carolina","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","14000"
"North Carolina","Adults with AMI Reporting Unmet Need","Number","Number","2017","362000"
"North Carolina","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","5452"
"North Carolina","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","50.2"
"North Carolina","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","61000"
"North Carolina","Adults with AMI who are Uninsured","Percentage","%","2017","15"
"North Carolina","Adults with AMI who are Uninsured","Number","Number","2017","224000"
"North Carolina","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","490"
"North Carolina","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","3.91"
"North Carolina","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","46"
"North Carolina","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","29"
"North Carolina","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","31"
"North Carolina","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","9"
"North Carolina","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","36"
"North Carolina","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","45"
"North Carolina","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","25"
"North Dakota","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","26"
"North Dakota","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","17"
"North Dakota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","33"
"North Dakota","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","1000"
"North Dakota","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","31.6"
"North Dakota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","3000"
"North Dakota","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","878"
"North Dakota","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","8"
"North Dakota","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","15"
"North Dakota","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","62.5"
"North Dakota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","8.1"
"North Dakota","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","13.26"
"North Dakota","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","29"
"North Dakota","Adults with AMI who are Uninsured","Percentage","%","2017","10.7"
"North Dakota","Adults with AMI who are Uninsured","Number","Number","2017","9000"
"North Dakota","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","38"
"North Dakota","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","9.19"
"North Dakota","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","14"
"North Dakota","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","268000"
"North Dakota","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","55.6"
"North Dakota","Adults with AMI Reporting Unmet Need","Number","Number","2017","17000"
"North Dakota","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","4"
"North Dakota","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","12981"
"North Dakota","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","30"
"North Dakota","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","640"
"North Dakota","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","2000"
"North Dakota","Adults with AMI Reporting Unmet Need","Percentage","%","2017","20.9"
"Ohio","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","23"
"Ohio","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","9.57"
"Ohio","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","15"
"Ohio","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","630"
"Ohio","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","18"
"Ohio","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","18"
"Ohio","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","34"
"Ohio","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","37"
"Ohio","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","14"
"Ohio","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","10"
"Ohio","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","14979"
"Ohio","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","21"
"Ohio","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","11"
"Ohio","Adults with AMI Reporting Unmet Need","Percentage","%","2017","20.1"
"Ohio","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","319279"
"Ohio","Adults with AMI Reporting Unmet Need","Number","Number","2017","360000"
"Ohio","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","17.59"
"Ohio","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","52.9"
"Ohio","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","56000"
"Ohio","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","58"
"Ohio","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","21000"
"Ohio","Adults with AMI who are Uninsured","Percentage","%","2017","11.9"
"Ohio","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","363000"
"Ohio","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","29.8"
"Ohio","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","39000"
"Ohio","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","8.1"
"Ohio","Adults with AMI who are Uninsured","Number","Number","2017","214000"
"Oklahoma","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","28"
"Oklahoma","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","3000"
"Oklahoma","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","12.6"
"Oklahoma","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","14000"
"Oklahoma","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","16.8"
"Oklahoma","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","4078"
"Oklahoma","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","37"
"Oklahoma","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","32"
"Oklahoma","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","6"
"Oklahoma","Adults with AMI who are Uninsured","Percentage","%","2017","17.7"
"Oklahoma","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","41"
"Oklahoma","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","63.1"
"Oklahoma","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","188000"
"Oklahoma","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","270"
"Oklahoma","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","43"
"Oklahoma","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","18000"
"Oklahoma","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","48"
"Oklahoma","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","34"
"Oklahoma","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","6.9"
"Oklahoma","Adults with AMI who are Uninsured","Number","Number","2017","94000"
"Oklahoma","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","25.45"
"Oklahoma","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","29"
"Oklahoma","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","56.3"
"Oklahoma","Adults with AMI Reporting Unmet Need","Number","Number","2017","114000"
"Oklahoma","Adults with AMI Reporting Unmet Need","Percentage","%","2017","21.7"
"Oklahoma","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","188785"
"Oklahoma","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","44"
"Oregon","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","152156"
"Oregon","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","19.23"
"Oregon","Adults with AMI Reporting Unmet Need","Percentage","%","2017","24.5"
"Oregon","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","28"
"Oregon","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","51.2"
"Oregon","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","26000"
"Oregon","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","54.9"
"Oregon","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","29.4"
"Oregon","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","7000"
"Oregon","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","47"
"Oregon","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","24"
"Oregon","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","5"
"Oregon","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","250"
"Oregon","Adults with AMI Reporting Unmet Need","Number","Number","2017","177000"
"Oregon","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","12"
"Oregon","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","8000"
"Oregon","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","8.89"
"Oregon","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","11"
"Oregon","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","6"
"Oregon","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","18"
"Oregon","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","4704"
"Oregon","Adults with AMI who are Uninsured","Number","Number","2017","106000"
"Oregon","Adults with AMI who are Uninsured","Percentage","%","2017","14.5"
"Oregon","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","12"
"Oregon","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","4"
"Oregon","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","10"
"Oregon","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","114000"
"Pennsylvania","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","28"
"Pennsylvania","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","28000"
"Pennsylvania","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","14.51"
"Pennsylvania","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","25.2"
"Pennsylvania","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","14"
"Pennsylvania","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","5"
"Pennsylvania","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","5.7"
"Pennsylvania","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","23322"
"Pennsylvania","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","28"
"Pennsylvania","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","600"
"Pennsylvania","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","16000"
"Pennsylvania","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","20"
"Pennsylvania","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","26"
"Pennsylvania","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","66.4"
"Pennsylvania","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","18"
"Pennsylvania","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","40"
"Pennsylvania","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","35"
"Pennsylvania","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","12"
"Pennsylvania","Adults with AMI who are Uninsured","Number","Number","2017","170000"
"Pennsylvania","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","65000"
"Pennsylvania","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","87000"
"Pennsylvania","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","53.2"
"Pennsylvania","Adults with AMI Reporting Unmet Need","Number","Number","2017","362000"
"Pennsylvania","Adults with AMI Reporting Unmet Need","Percentage","%","2017","20.6"
"Pennsylvania","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","392965"
"Pennsylvania","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","20.17"
"Pennsylvania","Adults with AMI who are Uninsured","Percentage","%","2017","9.6"
"Rhode Island","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","5.4"
"Rhode Island","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","2000"
"Rhode Island","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","26.5"
"Rhode Island","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","2000"
"Rhode Island","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","61.6"
"Rhode Island","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","7000"
"Rhode Island","Adults with AMI who are Uninsured","Percentage","%","2017","8.2"
"Rhode Island","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","27887"
"Rhode Island","Adults with AMI Reporting Unmet Need","Number","Number","2017","33000"
"Rhode Island","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","49.3"
"Rhode Island","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","69000"
"Rhode Island","Adults with AMI who are Uninsured","Number","Number","2017","15000"
"Rhode Island","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","16.18"
"Rhode Island","Adults with AMI Reporting Unmet Need","Percentage","%","2017","17.9"
"Rhode Island","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","290"
"Rhode Island","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","13"
"Rhode Island","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","18"
"Rhode Island","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","6"
"Rhode Island","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","12.56"
"Rhode Island","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","8"
"Rhode Island","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","8"
"Rhode Island","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","7"
"Rhode Island","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","1629"
"Rhode Island","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","10"
"Rhode Island","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","5"
"Rhode Island","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","21"
"Rhode Island","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","13"
"South Carolina","Adults with AMI who are Uninsured","Number","Number","2017","145000"
"South Carolina","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","12.5"
"South Carolina","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","46"
"South Carolina","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","48"
"South Carolina","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","680"
"South Carolina","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","3.59"
"South Carolina","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","32"
"South Carolina","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","18000"
"South Carolina","Adults with AMI Reporting Unmet Need","Percentage","%","2017","21.3"
"South Carolina","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","14.6"
"South Carolina","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","70.6"
"South Carolina","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","23000"
"South Carolina","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","28.12"
"South Carolina","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","244082"
"South Carolina","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","50"
"South Carolina","Adults with AMI who are Uninsured","Percentage","%","2017","23.8"
"South Carolina","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","56000"
"South Carolina","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","58.3"
"South Carolina","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","3000"
"South Carolina","Adults with AMI Reporting Unmet Need","Number","Number","2017","130000"
"South Carolina","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","48"
"South Carolina","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","51"
"South Carolina","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","40"
"South Carolina","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","2418"
"South Carolina","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","47"
"South Carolina","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","42"
"South Carolina","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","47"
"South Dakota","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","16"
"South Dakota","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","1099"
"South Dakota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","3"
"South Dakota","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","39"
"South Dakota","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","26"
"South Dakota","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","20"
"South Dakota","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","13"
"South Dakota","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","12"
"South Dakota","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","660"
"South Dakota","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","18"
"South Dakota","Adults with AMI who are Uninsured","Number","Number","2017","12000"
"South Dakota","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","54.3"
"South Dakota","Adults with AMI Reporting Unmet Need","Number","Number","2017","20000"
"South Dakota","Adults with AMI Reporting Unmet Need","Percentage","%","2017","19.6"
"South Dakota","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","21437"
"South Dakota","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","16.11"
"South Dakota","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","3000"
"South Dakota","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","58.1"
"South Dakota","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","2000"
"South Dakota","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","39.5"
"South Dakota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","1000"
"South Dakota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","4.2"
"South Dakota","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","424000"
"South Dakota","Adults with AMI who are Uninsured","Percentage","%","2017","11.8"
"South Dakota","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","9.28"
"South Dakota","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","8"
"South Dakota","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","2"
"Texas","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","46"
"Texas","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","11.6"
"Texas","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","18.9"
"Texas","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","32000"
"Texas","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","69.5"
"Texas","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","183000"
"Texas","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","29.19"
"Texas","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","956390"
"Texas","Adults with AMI Reporting Unmet Need","Percentage","%","2017","16.9"
"Texas","Adults with AMI Reporting Unmet Need","Number","Number","2017","530000"
"Texas","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","47000"
"Texas","Adults with AMI who are Uninsured","Percentage","%","2017","23.3"
"Texas","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","49"
"Texas","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","39"
"Texas","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","26558"
"Texas","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","50"
"Texas","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","46"
"Texas","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","49"
"Texas","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","36"
"Texas","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","50"
"Texas","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","46"
"Texas","Adults with AMI who are Uninsured","Number","Number","2017","731000"
"Texas","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","103000"
"Texas","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","50.4"
"Texas","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","3"
"Texas","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","5.77"
"Texas","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","1070"
"Tennessee","Adults with AMI who are Uninsured","Percentage","%","2017","23.6"
"Tennessee","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","7.4"
"Tennessee","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","46"
"Tennessee","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","3000"
"Tennessee","Adults with AMI who are Uninsured","Number","Number","2017","247000"
"Tennessee","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","780"
"Tennessee","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","3237"
"Tennessee","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","49"
"Tennessee","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","46"
"Tennessee","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","50"
"Tennessee","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","38"
"Tennessee","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","44"
"Tennessee","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","21"
"Tennessee","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","51"
"Tennessee","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","72.2"
"Tennessee","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","17000"
"Tennessee","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","373000"
"Tennessee","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","309380"
"Tennessee","Adults with AMI Reporting Unmet Need","Percentage","%","2017","19.8"
"Tennessee","Adults with AMI Reporting Unmet Need","Number","Number","2017","206000"
"Tennessee","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","3.62"
"Tennessee","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","25.21"
"Tennessee","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","31000"
"Tennessee","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","57.7"
"Tennessee","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","24"
"Tennessee","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","42"
"Tennessee","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","12.3"
